,"LONGITUDE,","LATITUDE,"
0,-95.16333,29.605
1,-95.16333,29.60333
2,-95.16333,29.60333
3,-95.16333,29.601670000000002
4,-95.16333,29.601670000000002
5,-95.16333,29.601670000000002
6,-95.16333,29.6
7,-95.16333,29.6
8,-95.16333,29.598329999999997
9,-95.16333,29.598329999999997
10,-95.16333,29.59667
11,-95.16333,29.59667
12,-95.16333,29.59667
13,-95.16333,29.595
14,-95.16333,29.595
15,-95.16333,29.593329999999998
16,-95.16333,29.593329999999998
17,-95.16333,29.593329999999998
18,-95.16333,29.59167
19,-95.16333,29.59167
20,-95.16333,29.59
21,-95.16333,29.59
22,-95.16333,29.58833
23,-95.16333,29.58833
24,-95.16333,29.58667
25,-95.16333,29.58667
26,-95.16333,29.585
27,-95.16333,29.585
28,-95.16167,29.58333
29,-95.16167,29.58333
30,-95.16167,29.58333
31,-95.16167,29.581670000000003
32,-95.16,29.581670000000003
33,-95.16,29.58
34,-95.16,29.58
35,-95.16,29.578329999999998
36,-95.15833,29.578329999999998
37,-95.15833,29.578329999999998
38,-95.15833,29.57667
39,-95.15666999999999,29.57667
40,-95.15666999999999,29.575
41,-95.15666999999999,29.575
42,-95.155,29.575
43,-95.155,29.57333
44,-95.15333000000001,29.57333
45,-95.15333000000001,29.57167
46,-95.15333000000001,29.57167
47,-95.15167,29.57167
48,-95.15167,29.57
49,-95.15,29.57
50,-95.15,29.57
51,-95.14833,29.56833
52,-95.14833,29.56833
53,-95.14833,29.56833
54,-95.14667,29.566670000000002
55,-95.14667,29.566670000000002
56,-95.145,29.566670000000002
57,-95.145,29.565
58,-95.14333,29.565
59,-95.14333,29.565
60,-95.14166999999999,29.56333
61,-95.14166999999999,29.56333
62,-95.14166999999999,29.56333
63,-95.14,29.56167
64,-95.13833000000001,29.56167
65,-95.13833000000001,29.56167
66,-95.13833000000001,29.56
67,-95.13667,29.56
68,-95.13667,29.56
69,-95.135,29.558329999999998
70,-95.135,29.558329999999998
71,-95.13333,29.558329999999998
72,-95.13333,29.55667
73,-95.13167,29.55667
74,-95.13167,29.55667
75,-95.13,29.555
76,-95.13,29.555
77,-95.12833,29.555
78,-95.12833,29.55333
79,-95.12666999999999,29.55333
80,-95.125,29.55333
81,-95.125,29.55167
82,-95.12333000000001,29.55167
83,-95.12333000000001,29.55167
84,-95.12167,29.55
85,-95.12167,29.55
86,-95.12,29.54833
87,-95.12,29.54833
88,-95.11833,29.54833
89,-95.11833,29.546670000000002
90,-95.11667,29.546670000000002
91,-95.11667,29.546670000000002
92,-95.115,29.545
93,-95.115,29.545
94,-95.11333,29.543329999999997
95,-95.11333,29.543329999999997
96,-95.11166999999999,29.543329999999997
97,-95.11,29.54167
98,-95.11,29.54167
99,-95.10833000000001,29.54167
100,-95.10833000000001,29.54
101,-95.10667,29.54
102,-95.10667,29.54
103,-95.105,29.53833
104,-95.10333,29.53833
105,-95.10333,29.53667
106,-95.10167,29.53667
107,-95.10167,29.53667
108,-95.1,29.535
109,-95.09833,29.535
110,-95.09833,29.535
111,-95.09666999999999,29.53333
112,-95.09666999999999,29.53333
113,-95.095,29.53333
114,-95.095,29.531670000000002
115,-95.09333000000001,29.531670000000002
116,-95.09167,29.531670000000002
117,-95.09167,29.53
118,-95.09,29.53
119,-95.09,29.53
120,-95.08833,29.52833
121,-95.08667,29.52833
122,-95.08667,29.52833
123,-95.085,29.526670000000003
124,-95.085,29.526670000000003
125,-95.08333,29.526670000000003
126,-95.08166999999999,29.525
127,-95.08166999999999,29.525
128,-95.08,29.525
129,-95.08,29.523329999999998
130,-95.07833000000001,29.523329999999998
131,-95.07667,29.523329999999998
132,-95.07667,29.52167
133,-95.075,29.52167
134,-95.07333,29.52
135,-95.07333,29.52
136,-95.07167,29.52
137,-95.07167,29.51833
138,-95.07,29.51833
139,-95.07,29.51833
140,-95.06833,29.51667
141,-95.06833,29.51667
142,-95.06667,29.515
143,-95.06667,29.515
144,-95.065,29.51333
145,-95.065,29.51333
146,-95.06333000000001,29.51333
147,-95.06333000000001,29.511670000000002
148,-95.06166999999999,29.511670000000002
149,-95.06166999999999,29.51
150,-95.06,29.51
151,-95.06,29.508329999999997
152,-95.05833,29.508329999999997
153,-95.05833,29.508329999999997
154,-95.05833,29.50667
155,-95.05667,29.50667
156,-95.05667,29.505
157,-95.05667,29.505
158,-95.055,29.50333
159,-95.055,29.50333
160,-95.055,29.50167
161,-95.05333,29.50167
162,-95.05333,29.5
163,-95.05167,29.5
164,-95.05167,29.49833
165,-95.05167,29.49833
166,-95.05167,29.49667
167,-95.05,29.49667
168,-95.05,29.49667
169,-95.04833,29.495
170,-95.04833,29.495
171,-95.04833,29.49333
172,-95.04666999999999,29.49333
173,-95.04666999999999,29.491670000000003
174,-95.045,29.491670000000003
175,-95.045,29.491670000000003
176,-95.04333000000001,29.49
177,-95.04333000000001,29.49
178,-95.04167,29.49
179,-95.04167,29.488329999999998
180,-95.04,29.488329999999998
181,-95.04,29.48667
182,-95.03833,29.48667
183,-95.03833,29.48667
184,-95.03667,29.485
185,-95.03667,29.485
186,-95.035,29.485
187,-95.035,29.48333
188,-95.03333,29.48333
189,-95.03333,29.48333
190,-95.03166999999999,29.48167
191,-95.03166999999999,29.48167
192,-95.03,29.48167
193,-95.02833000000001,29.48
194,-95.02833000000001,29.48
195,-95.02667,29.48
196,-95.02667,29.47833
197,-95.025,29.47833
198,-95.025,29.47833
199,-95.02333,29.476670000000002
200,-95.02333,29.476670000000002
201,-95.02167,29.475
202,-95.02167,29.475
203,-95.02,29.475
204,-95.01833,29.473329999999997
205,-95.01833,29.473329999999997
206,-95.01666999999999,29.47167
207,-95.01666999999999,29.47167
208,-95.015,29.47167
209,-95.015,29.47
210,-95.01333000000001,29.47
211,-95.01167,29.468329999999998
212,-95.01167,29.468329999999998
213,-95.01,29.46667
214,-95.01,29.46667
215,-95.00833,29.46667
216,-95.00833,29.465
217,-95.00667,29.465
218,-95.005,29.46333
219,-95.005,29.46333
220,-95.00333,29.46167
221,-95.00333,29.46167
222,-95.00166999999999,29.46167
223,-95.00166999999999,29.46
224,-95.0,29.46
225,-95.0,29.45833
226,-94.99833000000001,29.45833
227,-94.99667,29.456670000000003
228,-94.99667,29.456670000000003
229,-94.995,29.455
230,-94.995,29.455
231,-94.99333,29.453329999999998
232,-94.99333,29.453329999999998
233,-94.99167,29.453329999999998
234,-94.99167,29.45167
235,-94.99,29.45167
236,-94.98833,29.45
237,-94.98833,29.45
238,-94.98666999999999,29.44833
239,-94.98666999999999,29.44833
240,-94.985,29.44667
241,-94.985,29.44667
242,-94.98333000000001,29.445
243,-94.98167,29.445
244,-94.98167,29.445
245,-94.98,29.44333
246,-94.98,29.44333
247,-94.97833,29.441670000000002
248,-94.97833,29.441670000000002
249,-94.97667,29.44
250,-94.975,29.44
251,-94.975,29.43833
252,-94.97333,29.43833
253,-94.97333,29.43833
254,-94.97166999999999,29.43667
255,-94.97166999999999,29.43667
256,-94.97,29.435
257,-94.96833000000001,29.435
258,-94.96833000000001,29.433329999999998
259,-94.96667,29.433329999999998
260,-94.96667,29.433329999999998
261,-94.965,29.43167
262,-94.96333,29.43167
263,-94.96333,29.43
264,-94.96167,29.43
265,-94.96167,29.42833
266,-94.96,29.42833
267,-94.96,29.42833
268,-94.95833,29.42667
269,-94.95666999999999,29.42667
270,-94.95666999999999,29.425
271,-94.955,29.425
