, FMS_LON, FMS_LAT
0,-105.11604299999999,39.908764
1,-105.116745,39.909121999999996
2,-105.11743200000001,39.909515
3,-105.118164,39.909889
4,-105.118881,39.910255
5,-105.119629,39.910637
6,-105.12036100000002,39.911011
7,-105.121094,39.911407000000004
8,-105.12181100000001,39.911812
9,-105.122543,39.912189
10,-105.123291,39.912621
11,-105.12406200000001,39.913002
12,-105.12483200000001,39.913395
13,-105.125534,39.913784
14,-105.126305,39.914207
15,-105.127098,39.914597
16,-105.12789199999999,39.915028
17,-105.128685,39.915459000000006
18,-105.12951699999999,39.915886
19,-105.130325,39.916313
20,-105.131142,39.916740000000004
21,-105.13195800000001,39.917175
22,-105.132751,39.917603
23,-105.133606,39.918053
24,-105.13446,39.918495
25,-105.1353,39.91898
26,-105.13610800000001,39.919445
27,-105.136963,39.919933
28,-105.13780200000001,39.92041
29,-105.13861100000001,39.920921
30,-105.13946499999999,39.921440000000004
31,-105.14031999999999,39.921963
32,-105.141098,39.922508
33,-105.14193,39.923054
34,-105.142776,39.923640999999996
35,-105.143578,39.924202
36,-105.14436299999998,39.924809
37,-105.145096,39.925434
38,-105.145859,39.926066999999996
39,-105.146584,39.926701
40,-105.14731599999999,39.927361
41,-105.147995,39.928062
42,-105.148705,39.928748999999996
43,-105.149368,39.929466
44,-105.150024,39.930195
45,-105.150681,39.930943
46,-105.15129099999999,39.931725
47,-105.151901,39.932499
48,-105.15255,39.933285
49,-105.15311399999999,39.934086
50,-105.153702,39.934914
51,-105.154251,39.935767999999996
52,-105.154762,39.936626000000004
53,-105.15531899999999,39.937484999999995
54,-105.15578500000001,39.938342999999996
55,-105.15628799999999,39.939278
56,-105.15677600000001,39.940182
57,-105.157227,39.941116
58,-105.157677,39.942054999999996
59,-105.15805800000001,39.943024
60,-105.15846299999998,39.943977000000004
61,-105.158791,39.944984000000005
62,-105.159081,39.945961
63,-105.159401,39.946979999999996
64,-105.159683,39.947975
65,-105.15988899999999,39.949005
66,-105.160156,39.950035
67,-105.160324,39.951077000000005
68,-105.160568,39.952121999999996
69,-105.160706,39.953133
70,-105.160927,39.95417
71,-105.161057,39.955254
72,-105.161179,39.956303000000005
73,-105.161278,39.957375
74,-105.16147600000001,39.958416
75,-105.16158300000001,39.959507
76,-105.161728,39.960587
77,-105.161842,39.961681
78,-105.16198700000001,39.962784
79,-105.16203300000001,39.963867
80,-105.162132,39.964981
81,-105.162277,39.966087
82,-105.16233799999999,39.967201
83,-105.162476,39.968323
84,-105.16256000000001,39.969440000000006
85,-105.162697,39.970551
86,-105.16280400000001,39.971699
87,-105.162857,39.972843
88,-105.16298700000002,39.973942
89,-105.163048,39.975063
90,-105.16319299999999,39.976219
91,-105.163246,39.977364
92,-105.16334499999999,39.978451
93,-105.16336799999999,39.979549
94,-105.163551,39.980682
95,-105.163574,39.981827
96,-105.16371200000002,39.982952000000004
97,-105.163757,39.984055
98,-105.163918,39.985191
99,-105.16408500000001,39.986305
100,-105.16429099999999,39.987431
101,-105.16446699999999,39.988556
102,-105.16469599999999,39.989655
103,-105.16491699999999,39.99078
104,-105.16518400000001,39.991894
105,-105.165421,39.992996000000005
106,-105.16568799999999,39.994118
107,-105.16601599999998,39.995213
108,-105.166321,39.996319
109,-105.166641,39.997448
110,-105.166977,39.998535
111,-105.16731999999999,39.999619
112,-105.167686,40.000735999999996
113,-105.16803,40.001846
114,-105.168396,40.002922
115,-105.168777,40.004021
116,-105.16916699999999,40.005103999999996
117,-105.16953999999998,40.006161
118,-105.169937,40.007278
119,-105.170372,40.008373
120,-105.17076100000001,40.009449
121,-105.17118799999999,40.010555
122,-105.171646,40.011635
123,-105.172096,40.012718
124,-105.17256200000001,40.013816999999996
125,-105.172974,40.014908
126,-105.17346200000001,40.015984
127,-105.17390400000001,40.017086
128,-105.174416,40.018162
129,-105.174881,40.019264
130,-105.175377,40.020351
131,-105.17586499999999,40.021446000000005
132,-105.176376,40.022526
133,-105.17685700000001,40.023628
134,-105.17736799999999,40.024723
135,-105.17789499999999,40.025822
136,-105.17838300000001,40.026917
137,-105.178894,40.028
138,-105.179382,40.029087
139,-105.17991599999999,40.030201
140,-105.18042,40.031284
141,-105.180908,40.032371999999995
142,-105.18141200000001,40.033474
143,-105.181931,40.034569
144,-105.182449,40.035667
145,-105.182999,40.036758
146,-105.183517,40.037842
147,-105.184059,40.038925
148,-105.18465400000001,40.039993
149,-105.18528,40.041042
150,-105.185852,40.04213
151,-105.186485,40.043182
152,-105.187119,40.044243
153,-105.187706,40.0453
154,-105.18839299999999,40.046326
155,-105.18906399999999,40.047394
