,Longitude,Latitude
0,-95.1638322,29.5941826
1,-95.1638319,29.594190500000003
2,-95.1638305,29.594224699999998
3,-95.1638292,29.5942631
4,-95.16382779999999,29.594344500000002
5,-95.1638272,29.594415500000004
6,-95.1638282,29.5945485
7,-95.16382970000001,29.5946548
8,-95.1638329,29.5948402
9,-95.16383509999999,29.5949813
10,-95.1638389,29.5952188
11,-95.1638428,29.595394399999996
12,-95.1638507,29.5956828
13,-95.1638565,29.5958918
14,-95.1638654,29.5962298
15,-95.1638713,29.596471299999997
16,-95.1638812,29.596857699999997
17,-95.1638888,29.5971313
18,-95.1639012,29.597565399999997
19,-95.16390899999999,29.597870399999998
20,-95.16391999999999,29.598350699999997
21,-95.1639282,29.5986859
22,-95.1639417,29.5992109
23,-95.163951,29.599575899999998
24,-95.16396479999999,29.6001445
25,-95.1639727,29.600537699999997
26,-95.1639828,29.601148499999997
27,-95.1639898,29.601569399999995
28,-95.164002,29.602221500000002
29,-95.1640119,29.6026697
30,-95.16402790000001,29.603362
31,-95.1640393,29.603836800000003
32,-95.1640571,29.604568199999996
33,-95.1640698,29.605068499999998
34,-95.1640903,29.6058377
35,-95.16410450000001,29.6063627
36,-95.1641252,29.607168199999997
37,-95.164139,29.607716800000002
38,-95.1641598,29.6085575
39,-95.164174,29.609128499999997
40,-95.16419599999999,29.610000399999997
41,-95.16421159999999,29.6105917
42,-95.16423490000001,29.6114928
43,-95.16425040000001,29.612101199999998
44,-95.1642714,29.6130224
45,-95.16428420000001,29.6136413
46,-95.1643027,29.614573999999998
47,-95.164315,29.6151974
48,-95.16433409999999,29.6161338
49,-95.16434709999999,29.6167587
50,-95.1643672,29.617696600000002
51,-95.1643802,29.6183216
52,-95.1644003,29.619258399999996
53,-95.16441409999999,29.619882300000004
54,-95.16443520000001,29.6208174
55,-95.1644496,29.6214403
56,-95.1644703,29.622374
57,-95.16448359999998,29.622996399999998
58,-95.16450400000001,29.6239304
59,-95.164518,29.6245533
60,-95.1645397,29.6254882
61,-95.1645541,29.626112
62,-95.1645733,29.6270492
63,-95.1645834,29.6276756
64,-95.1645914,29.6286182
65,-95.16459,29.629248399999998
66,-95.1645748,29.630197499999998
67,-95.16455440000001,29.630832799999997
68,-95.1645057,29.6317901
69,-95.16445970000001,29.6324314
70,-95.1643661,29.6333983
71,-95.16428459999999,29.634045899999997
72,-95.16413100000001,29.6350218
73,-95.1640078,29.6356755
74,-95.1637916,29.6366607
75,-95.1636239,29.637319800000004
76,-95.16333259999999,29.6383101
77,-95.1631101,29.638969399999997
78,-95.16273709999999,29.639957799999998
79,-95.162461,29.6406143
80,-95.16200529999999,29.641592499999998
81,-95.1616755,29.6422396
82,-95.1611422,29.643200800000002
83,-95.1607605,29.643834299999998
84,-95.16015,29.6447719
85,-95.1597179,29.6453878
86,-95.1590355,29.646298100000003
87,-95.1585564,29.6468946
88,-95.1578088,29.6477778
89,-95.1572854,29.648355199999997
90,-95.15646770000001,29.649206699999997
91,-95.1559009,29.649764
92,-95.15501409999999,29.6505805
93,-95.1543981,29.6511107
94,-95.1534429,29.6518853
95,-95.1527834,29.6523863
96,-95.1515905,29.6532321
97,-95.1506949,29.653807699999998
98,-95.1497755,29.654364500000003
99,-95.1488282,29.6549
100,-95.14786099999999,29.6554158
101,-95.14686529999999,29.6559065
102,-95.14583990000001,29.656365700000002
103,-95.1447878,29.656792600000003
104,-95.14371259999999,29.6571891
105,-95.1426176,29.657556699999997
106,-95.14149880000001,29.657887100000003
107,-95.1403599,29.658181300000003
108,-95.1394369,29.6583924
109,-95.1380334,29.658664299999998
110,-95.13684509999999,29.658842699999997
111,-95.1358838,29.658960999999998
112,-95.1346781,29.659075399999995
113,-95.1332247,29.659168100000006
114,-95.1320084,29.659199400000002
115,-95.13078829999999,29.6591869
116,-95.1295667,29.659141100000003
117,-95.1283416,29.659059600000003
118,-95.1273636,29.6589683
119,-95.1263873,29.6588529
120,-95.1249275,29.658634999999997
