,GGLON,GGLAT
0,-96.1869,19.1438
1,-96.1869,19.1438
2,-96.1869,19.1438
3,-96.1869,19.1438
4,-96.1869,19.1438
5,-96.1869,19.1438
6,-96.1869,19.1438
7,-96.1869,19.1438
8,-96.1869,19.1438
9,-96.1869,19.1438
10,-96.1869,19.1438
11,-96.1869,19.1438
12,-96.1869,19.1438
13,-96.1869,19.1438
14,-96.1869,19.1438
15,-96.1869,19.1438
16,-96.1869,19.1438
17,-96.1869,19.1438
18,-96.1869,19.1438
19,-96.1869,19.1438
20,-96.1869,19.1438
21,-96.1869,19.1438
22,-96.1869,19.1438
23,-96.1869,19.1438
24,-96.1869,19.1438
25,-96.1869,19.1438
26,-96.1869,19.1438
27,-96.1869,19.1438
28,-96.1869,19.1438
29,-96.1869,19.1438
30,-96.1869,19.1438
31,-96.1869,19.1438
32,-96.1869,19.1438
33,-96.1869,19.1438
34,-96.1869,19.1438
35,-96.1869,19.1438
36,-96.1869,19.1438
37,-96.1869,19.1438
38,-96.187,19.1438
39,-96.187,19.1438
40,-96.187,19.1438
41,-96.187,19.1438
42,-96.187,19.1438
43,-96.1871,19.1438
44,-96.1871,19.1438
45,-96.1871,19.1438
46,-96.1872,19.1438
47,-96.1872,19.1438
48,-96.1873,19.1438
49,-96.1873,19.1439
50,-96.1874,19.1439
51,-96.1874,19.1439
52,-96.1874,19.1439
53,-96.1875,19.1439
54,-96.1875,19.1439
55,-96.1875,19.144
56,-96.1876,19.144
57,-96.1876,19.144
58,-96.1876,19.1441
59,-96.1876,19.1441
60,-96.1876,19.1442
61,-96.1876,19.1443
62,-96.1876,19.1443
63,-96.1876,19.1444
64,-96.1876,19.1444
65,-96.1876,19.1445
66,-96.1876,19.1445
67,-96.1876,19.1446
68,-96.1876,19.1446
69,-96.1876,19.1447
70,-96.1876,19.1448
71,-96.1875,19.1448
72,-96.1875,19.1449
73,-96.1875,19.1449
74,-96.1875,19.145
75,-96.1875,19.1451
76,-96.1875,19.1452
77,-96.1874,19.1452
78,-96.1874,19.1453
79,-96.1874,19.1454
80,-96.1874,19.1455
81,-96.1874,19.1456
82,-96.1873,19.1456
83,-96.1873,19.1457
84,-96.1873,19.1458
85,-96.1873,19.1459
86,-96.1873,19.146
87,-96.1873,19.1461
88,-96.1872,19.1462
89,-96.1872,19.1463
90,-96.1872,19.1464
91,-96.1872,19.1465
92,-96.1871,19.1466
93,-96.1871,19.1467
94,-96.1871,19.1468
95,-96.1871,19.1469
96,-96.1871,19.147
97,-96.187,19.1471
98,-96.187,19.1472
99,-96.187,19.1472
100,-96.187,19.1473
101,-96.187,19.1474
102,-96.1869,19.1475
103,-96.1869,19.1476
104,-96.1869,19.1477
105,-96.1869,19.1478
106,-96.1869,19.1479
107,-96.1868,19.148
108,-96.1868,19.1481
109,-96.1868,19.1482
110,-96.1868,19.1482
111,-96.1867,19.1483
112,-96.1867,19.1484
113,-96.1867,19.1485
114,-96.1867,19.1486
115,-96.1866,19.1486
116,-96.1866,19.1487
117,-96.1866,19.1488
118,-96.1866,19.1489
119,-96.1866,19.1489
120,-96.1865,19.149
121,-96.1865,19.149
122,-96.1865,19.1491
123,-96.1865,19.1491
124,-96.1865,19.1492
125,-96.1865,19.1492
126,-96.1864,19.1493
127,-96.1864,19.1493
128,-96.1864,19.1493
129,-96.1864,19.1493
130,-96.1864,19.1494
131,-96.1864,19.1494
132,-96.1864,19.1494
133,-96.1864,19.1494
134,-96.1864,19.1494
135,-96.1864,19.1495
136,-96.1864,19.1495
137,-96.1865,19.1495
138,-96.1865,19.1495
139,-96.1865,19.1495
140,-96.1865,19.1495
141,-96.1865,19.1495
142,-96.1865,19.1495
143,-96.1865,19.1495
144,-96.1865,19.1495
145,-96.1866,19.1495
146,-96.1866,19.1495
147,-96.1866,19.1495
148,-96.1866,19.1495
149,-96.1866,19.1495
150,-96.1866,19.1495
151,-96.1866,19.1494
152,-96.1866,19.1494
153,-96.1866,19.1494
154,-96.1867,19.1494
155,-96.1867,19.1494
156,-96.1867,19.1493
157,-96.1867,19.1493
158,-96.1867,19.1493
159,-96.1867,19.1493
160,-96.1867,19.1493
161,-96.1867,19.1493
162,-96.1867,19.1492
