,GGLON,GGLAT
0,-105.126663,39.914379
1,-105.126419,39.914257
2,-105.12616000000001,39.914124
3,-105.12588500000001,39.913975
4,-105.12558700000001,39.913818
5,-105.125275,39.913654
6,-105.12494699999999,39.913483
7,-105.124596,39.9133
8,-105.124229,39.913109000000006
9,-105.123848,39.912903
10,-105.12344399999999,39.912693
11,-105.123024,39.912476
12,-105.12258899999999,39.912247
13,-105.12213899999999,39.912009999999995
14,-105.121674,39.911766
15,-105.12119299999999,39.91151
16,-105.12069699999999,39.911251
17,-105.12017800000001,39.910984
18,-105.119652,39.910706
19,-105.11911,39.910416
20,-105.118553,39.910118
21,-105.117989,39.909821
22,-105.11739299999999,39.909515
23,-105.116798,39.909203000000005
24,-105.11618,39.908882
25,-105.115555,39.908553999999995
26,-105.11492199999999,39.908211
27,-105.114281,39.907864000000004
28,-105.11360900000001,39.907524
29,-105.11293,39.907181
30,-105.11223600000001,39.906826
31,-105.11154199999999,39.906464
32,-105.11084699999999,39.906094
33,-105.11013799999999,39.90572
34,-105.10942800000001,39.905346
35,-105.10871100000001,39.904971999999994
36,-105.107979,39.904598
37,-105.107254,39.904216999999996
38,-105.106522,39.903824
39,-105.105782,39.903439
40,-105.105034,39.903046
41,-105.10428600000002,39.902653
42,-105.103531,39.902256
43,-105.102783,39.901852000000005
44,-105.10203600000001,39.90144
45,-105.10128,39.901031
46,-105.100517,39.900635
47,-105.099754,39.900238
48,-105.098991,39.899834000000006
49,-105.098244,39.899426
50,-105.09749599999999,39.899014
51,-105.096748,39.898602000000004
52,-105.096001,39.898196999999996
53,-105.095253,39.897793
54,-105.094498,39.897396
55,-105.09374199999999,39.896999
56,-105.09298700000001,39.896609999999995
57,-105.09223200000001,39.896221000000004
58,-105.091476,39.895824
59,-105.09072900000001,39.895424
60,-105.08998100000001,39.895022999999995
61,-105.089226,39.894619
62,-105.08846299999999,39.894215
63,-105.0877,39.893806
64,-105.086937,39.893394
65,-105.08615900000001,39.892979
66,-105.08538100000001,39.892555
67,-105.08458700000001,39.892132000000004
68,-105.083794,39.891708
69,-105.083,39.891273
70,-105.082222,39.89082
71,-105.08146699999999,39.890339000000004
72,-105.080727,39.889835
73,-105.080017,39.889317
74,-105.079323,39.888783000000004
75,-105.078644,39.888233
76,-105.07798000000001,39.887665000000005
77,-105.07733200000001,39.887085
78,-105.076698,39.886494
79,-105.07606499999999,39.885899
80,-105.075432,39.885296000000004
81,-105.074821,39.884686
82,-105.074211,39.884068
83,-105.07360800000001,39.883441999999995
84,-105.07301299999999,39.882809
85,-105.07240300000001,39.882168
86,-105.0718,39.881523
87,-105.071198,39.880866999999995
88,-105.070595,39.880210999999996
89,-105.06997700000001,39.879546999999995
90,-105.06936599999999,39.878883
91,-105.068748,39.878208
92,-105.06813799999999,39.877537
93,-105.06751299999999,39.876858
94,-105.06688700000001,39.876175
95,-105.06626100000001,39.875492
96,-105.06562,39.874805
97,-105.06498,39.874115
98,-105.064346,39.873416999999996
99,-105.06371299999999,39.872719000000004
100,-105.06307199999999,39.872021000000004
101,-105.062424,39.871323
102,-105.06176799999999,39.870628
103,-105.06111100000001,39.869934
104,-105.060448,39.869236
105,-105.05979199999999,39.868534000000004
106,-105.05913500000001,39.867828
