,"LONGITUDE,","LATITUDE,"
0,-157.92333,21.30667
1,-157.92333,21.30667
2,-157.92167,21.30667
3,-157.92167,21.30667
4,-157.92,21.30667
5,-157.92,21.30667
6,-157.91833,21.30667
7,-157.91833,21.30667
8,-157.91666999999998,21.30667
9,-157.91666999999998,21.30667
10,-157.915,21.30667
11,-157.915,21.30667
12,-157.91333,21.30667
13,-157.91333,21.30667
14,-157.91167,21.30667
15,-157.91167,21.30667
16,-157.91,21.30667
17,-157.91,21.305
18,-157.90833,21.305
19,-157.90833,21.305
20,-157.90667,21.305
21,-157.90667,21.305
22,-157.90667,21.305
23,-157.905,21.30333
24,-157.905,21.30333
25,-157.90333,21.30333
26,-157.90333,21.30333
27,-157.90167,21.30167
28,-157.90167,21.30167
29,-157.9,21.30167
30,-157.9,21.3
31,-157.9,21.3
32,-157.89833000000002,21.3
33,-157.89833000000002,21.29833
34,-157.89833000000002,21.29833
35,-157.89667,21.29833
36,-157.89667,21.296670000000002
37,-157.895,21.296670000000002
38,-157.895,21.295
39,-157.895,21.295
40,-157.89333,21.293329999999997
41,-157.89333,21.293329999999997
42,-157.89333,21.29167
43,-157.89333,21.29167
44,-157.89167,21.29
45,-157.89167,21.29
46,-157.89167,21.28833
47,-157.89,21.28833
48,-157.89,21.28667
49,-157.89,21.28667
50,-157.89,21.285
51,-157.88833,21.28333
52,-157.88833,21.28333
53,-157.88833,21.281670000000002
54,-157.88833,21.281670000000002
55,-157.88667,21.28
56,-157.88667,21.27833
57,-157.88667,21.27833
58,-157.88667,21.276670000000003
59,-157.885,21.276670000000003
60,-157.885,21.275
61,-157.885,21.273329999999998
62,-157.88333,21.273329999999998
63,-157.88333,21.27167
64,-157.88333,21.27167
65,-157.88166999999999,21.27
66,-157.88166999999999,21.26833
67,-157.88166999999999,21.26833
68,-157.88166999999999,21.26667
69,-157.88,21.265
70,-157.88,21.265
71,-157.87833,21.26333
72,-157.87833,21.26333
73,-157.87833,21.261670000000002
74,-157.87833,21.26
75,-157.87667,21.26
76,-157.87667,21.258329999999997
77,-157.87667,21.258329999999997
78,-157.875,21.25667
79,-157.875,21.255
80,-157.875,21.25333
81,-157.87333,21.25333
82,-157.87333,21.25167
83,-157.87333,21.25
84,-157.87167,21.25
85,-157.87167,21.24833
86,-157.87167,21.24833
87,-157.87,21.24667
88,-157.87,21.245
89,-157.87,21.245
90,-157.86833000000001,21.24333
91,-157.86833000000001,21.241670000000003
92,-157.86833000000001,21.241670000000003
93,-157.86667,21.24
94,-157.86667,21.238329999999998
95,-157.86667,21.238329999999998
96,-157.865,21.23667
97,-157.865,21.235
98,-157.865,21.235
99,-157.86333,21.23333
100,-157.86333,21.23333
101,-157.86333,21.23167
102,-157.86167,21.23
103,-157.86167,21.23
104,-157.86,21.22833
105,-157.86,21.226670000000002
106,-157.86,21.226670000000002
107,-157.85833,21.225
108,-157.85833,21.225
109,-157.85833,21.223329999999997
110,-157.85667,21.22167
