,GGLON,GGLAT
0,-105.10214199999999,39.901534999999996
1,-105.10218799999998,39.901539
2,-105.10224199999999,39.90155
3,-105.10228700000002,39.901565999999995
4,-105.102325,39.901585
5,-105.102356,39.9016
6,-105.102364,39.901608
7,-105.102364,39.901608
8,-105.102364,39.901608
9,-105.102364,39.901608
10,-105.102364,39.901608
11,-105.102364,39.901608
12,-105.102364,39.901608
13,-105.102364,39.901608
14,-105.102364,39.901608
15,-105.102364,39.901604
16,-105.102364,39.901604
17,-105.102364,39.901604
18,-105.102364,39.901604
19,-105.102364,39.901604
20,-105.102364,39.901608
21,-105.102364,39.901608
22,-105.102364,39.901608
23,-105.102364,39.901604
24,-105.102356,39.901604
25,-105.10237099999999,39.901610999999995
26,-105.10240900000001,39.901627000000005
27,-105.10247,39.901653
28,-105.102547,39.901691
29,-105.102646,39.901740999999994
30,-105.10276,39.901802
31,-105.10288999999999,39.901871
32,-105.103043,39.901951000000004
33,-105.10321,39.902039
34,-105.103401,39.902138
35,-105.10360700000001,39.902248
36,-105.10382800000001,39.902367
37,-105.104073,39.9025
38,-105.104332,39.902637
39,-105.104607,39.902778999999995
40,-105.104904,39.902935
41,-105.105217,39.903099
42,-105.10554499999999,39.903275
43,-105.105888,39.903458
44,-105.106255,39.903648
45,-105.10663600000001,39.903847
46,-105.107033,39.904057
47,-105.107445,39.904274
48,-105.107872,39.904499
49,-105.10831499999999,39.904728000000006
50,-105.108772,39.904968
51,-105.109245,39.905215999999996
52,-105.109726,39.905471999999996
53,-105.110229,39.905731
54,-105.11074099999999,39.906002
55,-105.111267,39.906277
56,-105.11180900000001,39.906559
57,-105.112358,39.906849
58,-105.112923,39.907146000000004
59,-105.113495,39.907452
60,-105.11408999999999,39.907761
61,-105.11469299999999,39.908073
62,-105.115303,39.908398
63,-105.11592900000001,39.90873
64,-105.11657,39.909061
65,-105.117218,39.909405
66,-105.11788200000001,39.909752000000005
67,-105.118546,39.910103
68,-105.11923200000001,39.910458
69,-105.119926,39.910809
70,-105.120636,39.911167
71,-105.121338,39.911533
72,-105.122047,39.911903
73,-105.12275700000001,39.912277
74,-105.123474,39.912651000000004
75,-105.124191,39.913025
76,-105.124924,39.913403
77,-105.12566399999999,39.913788000000004
78,-105.126396,39.914177
79,-105.12713600000001,39.914574
80,-105.12788400000001,39.914967
81,-105.12863200000001,39.915366999999996
82,-105.12938700000001,39.915771
83,-105.13014199999999,39.91618
84,-105.130898,39.916592
85,-105.131653,39.917007
86,-105.13240800000001,39.917423
87,-105.133179,39.917835
88,-105.133949,39.918243
89,-105.134727,39.918652
90,-105.13551299999999,39.919064
