, FMS_LON, FMS_LAT
0,-95.16407,29.607437
1,-95.16407,29.608089
2,-95.16413100000001,29.608744
3,-95.164276,29.609425
4,-95.164276,29.610117
5,-95.164276,29.6108
6,-95.164276,29.611490000000003
7,-95.164276,29.612207
8,-95.164276,29.612896000000003
9,-95.16433,29.613583000000002
10,-95.164429,29.614262
11,-95.164429,29.614953999999997
12,-95.164429,29.615677
13,-95.164429,29.616364
14,-95.16444399999999,29.617044
15,-95.16458100000001,29.617771
16,-95.16458100000001,29.618453999999996
17,-95.16458100000001,29.619165000000002
18,-95.16458100000001,29.619862
19,-95.16458100000001,29.620584
20,-95.16458100000001,29.621277000000003
21,-95.164597,29.621994
22,-95.164787,29.622715000000003
23,-95.164787,29.623432
24,-95.164787,29.624136
25,-95.164787,29.624853
26,-95.164787,29.625586
27,-95.164787,29.626296999999997
28,-95.164787,29.627035
29,-95.164787,29.627771000000003
30,-95.164787,29.628504
31,-95.164787,29.629257
32,-95.164787,29.630009
33,-95.164726,29.630732000000002
34,-95.16458100000001,29.631484999999998
35,-95.164474,29.632244
36,-95.164322,29.632996000000002
37,-95.164062,29.633734000000004
38,-95.163803,29.63448
39,-95.163574,29.635223
40,-95.163216,29.635959999999997
41,-95.162819,29.636663000000002
42,-95.162361,29.637371
43,-95.161911,29.638073
44,-95.161423,29.638741999999997
45,-95.160904,29.639428999999996
46,-95.160248,29.640064000000002
47,-95.159637,29.640691999999998
48,-95.158966,29.641287
49,-95.158287,29.641857
50,-95.157562,29.642406
51,-95.15681500000001,29.642925
52,-95.156036,29.643406
53,-95.15520500000001,29.643845000000002
54,-95.15435,29.644232000000002
55,-95.153488,29.644596000000003
56,-95.15263399999999,29.644928000000004
57,-95.151741,29.645248
58,-95.150818,29.645496
59,-95.14990999999999,29.645733
60,-95.148972,29.645929
61,-95.14801800000001,29.646084000000002
62,-95.147079,29.646185
63,-95.146149,29.646265000000003
64,-95.14518699999999,29.646265000000003
65,-95.144211,29.646265000000003
66,-95.143265,29.646209999999996
67,-95.14231099999999,29.646093
68,-95.14134200000001,29.645971000000003
69,-95.140434,29.645792
70,-95.139496,29.645522999999997
71,-95.138641,29.645252000000003
72,-95.137787,29.644913
73,-95.136925,29.644571000000003
74,-95.136078,29.644201000000002
75,-95.1353,29.64381
76,-95.134537,29.643332
77,-95.13376600000001,29.642853000000002
78,-95.133041,29.642313
79,-95.132355,29.641769
80,-95.131676,29.641223999999998
81,-95.131004,29.640619
82,-95.130447,29.639996000000004
83,-95.129868,29.639324
84,-95.129333,29.638640999999996
85,-95.128799,29.637959000000002
86,-95.128342,29.637242999999998
87,-95.127945,29.636509000000004
88,-95.127495,29.635772999999997
89,-95.12709,29.635015000000003
90,-95.126724,29.634262
91,-95.126297,29.633526
92,-95.125923,29.632776
93,-95.125473,29.632013
94,-95.125107,29.631268
95,-95.12471,29.630505
96,-95.124298,29.629755
97,-95.123909,29.628988
98,-95.123497,29.628214
99,-95.12312299999999,29.627436
100,-95.122765,29.626652000000004
101,-95.122421,29.625870000000003
102,-95.122147,29.625055
103,-95.12183399999999,29.624252000000002
104,-95.12153599999999,29.623453
105,-95.12129200000001,29.62262
106,-95.120987,29.62179
107,-95.120735,29.620983000000003
108,-95.120522,29.620127
109,-95.12026999999999,29.619266999999997
110,-95.120056,29.61842
111,-95.119827,29.617579
112,-95.119644,29.616754999999998
113,-95.119438,29.615925
114,-95.11924,29.615060999999997
115,-95.11904100000001,29.614206
116,-95.118881,29.613348
117,-95.118729,29.612492
118,-95.118538,29.611633
119,-95.118385,29.610854999999997
120,-95.11824,29.609996999999996
121,-95.118057,29.609140000000004
122,-95.117912,29.60828
123,-95.117737,29.607426
124,-95.117638,29.606609000000002
125,-95.117531,29.605795
126,-95.117409,29.604939
127,-95.117264,29.604074
128,-95.11718,29.603291
129,-95.117058,29.602451000000002
130,-95.116989,29.601589
131,-95.116905,29.600765000000003
132,-95.11676800000001,29.599951
133,-95.11670699999999,29.599096000000003
134,-95.116562,29.598309000000004
135,-95.116539,29.597469
136,-95.116348,29.596655
137,-95.116348,29.595834999999997
138,-95.116219,29.594996999999996
139,-95.116203,29.594212
140,-95.116096,29.593359000000003
141,-95.115997,29.592569
142,-95.11599,29.59173
143,-95.115852,29.590946000000002
144,-95.115852,29.590088
145,-95.115799,29.589306
146,-95.11569200000001,29.588476
147,-95.11569200000001,29.587683000000002
148,-95.115494,29.586834000000003
149,-95.115494,29.586056
150,-95.115425,29.58523
151,-95.115349,29.584421000000003
152,-95.115349,29.583643
153,-95.11515,29.582794
154,-95.115143,29.582015999999996
155,-95.115013,29.581203000000002
156,-95.114975,29.580389
157,-95.114838,29.579617
158,-95.114693,29.578775
159,-95.114586,29.577978
160,-95.11443299999999,29.577194
161,-95.11425799999999,29.576396999999996
162,-95.11410500000001,29.575583
163,-95.113899,29.574814
164,-95.113724,29.574015000000003
165,-95.113487,29.573227000000003
166,-95.113327,29.572443
167,-95.113075,29.571682
168,-95.11284599999999,29.570904
169,-95.112579,29.570124
170,-95.11236600000001,29.569363
171,-95.112083,29.568594
172,-95.111786,29.567825
173,-95.111496,29.567065999999997
174,-95.111221,29.566323999999998
175,-95.11090899999999,29.565561
176,-95.11058,29.564819
177,-95.11030600000001,29.564056
178,-95.10994699999999,29.56333
179,-95.109604,29.562586
180,-95.109245,29.561840000000004
181,-95.108902,29.561123
182,-95.108566,29.560383
183,-95.108231,29.559672999999997
184,-95.107857,29.558965999999998
185,-95.10746,29.558239
186,-95.107079,29.557515999999996
187,-95.106674,29.556820000000002
188,-95.106285,29.556107
189,-95.10591099999999,29.555389
190,-95.105476,29.554699
191,-95.105042,29.553982
192,-95.10462199999999,29.553288000000002
193,-95.104187,29.552608000000003
194,-95.10376,29.551916
195,-95.10333299999999,29.551228000000002
196,-95.102905,29.550541
197,-95.10244,29.549862
198,-95.102005,29.549197999999997
199,-95.101547,29.548513
200,-95.101097,29.547831
201,-95.10060899999999,29.547184
202,-95.10015899999999,29.546497
203,-95.099678,29.545834000000003
204,-95.099197,29.545187
205,-95.09871700000001,29.544506
206,-95.098251,29.543859
207,-95.097809,29.543232
208,-95.097321,29.542582
209,-95.09684,29.541930999999998
210,-95.096321,29.541254
211,-95.09585600000001,29.540634000000004
212,-95.09536,29.539968
213,-95.094894,29.539333000000003
214,-95.09436,29.538681
215,-95.093887,29.538035999999998
216,-95.093384,29.537399
217,-95.092896,29.536755
218,-95.09236899999999,29.536112
219,-95.091904,29.535482000000002
220,-95.09142299999999,29.534846999999996
221,-95.09092700000001,29.53422
222,-95.090416,29.533580999999998
223,-95.089867,29.532934
224,-95.089378,29.532299
225,-95.088882,29.531671999999997
226,-95.088394,29.531031
227,-95.087906,29.530440999999996
228,-95.087418,29.529797
229,-95.086876,29.529159999999997
230,-95.086395,29.528515000000002
231,-95.085922,29.527898999999998
232,-95.085388,29.527252
233,-95.084869,29.526627
234,-95.084373,29.525990000000004
235,-95.083878,29.525364
236,-95.083359,29.524714000000003
237,-95.08287800000001,29.524094
238,-95.08234399999999,29.523464
239,-95.081848,29.522837
240,-95.081322,29.522202000000004
241,-95.080803,29.521557
242,-95.080299,29.520934999999998
243,-95.079735,29.520294
244,-95.07923100000001,29.519659000000004
245,-95.07869699999999,29.519032
246,-95.078171,29.518387
247,-95.077621,29.517740000000003
248,-95.077095,29.517101
249,-95.076576,29.516455
250,-95.07601899999999,29.51582
251,-95.07551600000001,29.515172999999997
252,-95.074997,29.514532
253,-95.074455,29.513873999999998
254,-95.073883,29.513208000000002
255,-95.073387,29.512604
256,-95.072884,29.511932
257,-95.072334,29.511267
258,-95.071793,29.510614
259,-95.071274,29.509933
260,-95.070724,29.509271999999996
261,-95.070206,29.508612
262,-95.06965600000001,29.507938
263,-95.069153,29.507247999999997
264,-95.06860400000001,29.506560999999998
265,-95.068069,29.505899
266,-95.06752,29.505224
267,-95.067009,29.504540999999996
268,-95.06648299999999,29.503857
269,-95.06594799999999,29.50317
270,-95.065414,29.502506
271,-95.064865,29.501821999999997
272,-95.064323,29.501109999999997
273,-95.063797,29.500422999999998
274,-95.063255,29.499731
275,-95.062729,29.499065
276,-95.062241,29.498363
277,-95.061661,29.497677000000003
278,-95.061142,29.496984
279,-95.060585,29.496296
280,-95.060074,29.495575
281,-95.059517,29.494894
282,-95.05896800000001,29.494204999999997
283,-95.058456,29.493515000000002
284,-95.05793,29.492791999999998
285,-95.057388,29.492115000000002
