,"LONGITUDE,","LATITUDE,"
0,-95.165,29.60667
1,-95.165,29.60833
2,-95.165,29.60833
3,-95.165,29.60833
4,-95.165,29.61
5,-95.165,29.61167
6,-95.165,29.61167
7,-95.165,29.61167
8,-95.165,29.613329999999998
9,-95.165,29.613329999999998
10,-95.165,29.615
11,-95.165,29.615
12,-95.165,29.616670000000003
13,-95.165,29.616670000000003
14,-95.165,29.616670000000003
15,-95.165,29.61833
16,-95.165,29.61833
17,-95.165,29.62
18,-95.165,29.62
19,-95.165,29.62167
20,-95.165,29.62167
21,-95.165,29.62333
22,-95.165,29.62333
23,-95.165,29.62333
24,-95.165,29.625
25,-95.165,29.62667
26,-95.165,29.62667
27,-95.165,29.62667
28,-95.165,29.62833
29,-95.165,29.62833
30,-95.165,29.63
31,-95.165,29.63
32,-95.16333,29.63167
33,-95.16333,29.63167
34,-95.16333,29.633329999999997
35,-95.16333,29.633329999999997
36,-95.16333,29.635
37,-95.16167,29.635
38,-95.16167,29.635
39,-95.16167,29.636670000000002
40,-95.16,29.636670000000002
41,-95.16,29.63833
42,-95.16,29.63833
43,-95.15833,29.63833
44,-95.15833,29.64
45,-95.15666999999999,29.64
46,-95.15666999999999,29.64
47,-95.155,29.64
48,-95.155,29.64167
49,-95.155,29.64167
50,-95.15333000000001,29.64167
51,-95.15333000000001,29.64167
52,-95.15167,29.64333
53,-95.15,29.64333
54,-95.15,29.64333
55,-95.14833,29.64333
56,-95.14833,29.64333
57,-95.14667,29.64333
58,-95.14667,29.64333
59,-95.145,29.64333
60,-95.14333,29.64333
61,-95.14333,29.64333
62,-95.14166999999999,29.64333
63,-95.14166999999999,29.64333
64,-95.14166999999999,29.64333
65,-95.13833000000001,29.64333
66,-95.13833000000001,29.64333
67,-95.13667,29.64333
68,-95.135,29.64333
69,-95.135,29.64333
70,-95.13333,29.64333
71,-95.13167,29.64333
72,-95.13167,29.64333
73,-95.13,29.64333
74,-95.12833,29.64333
75,-95.12666999999999,29.64333
76,-95.12666999999999,29.64333
77,-95.125,29.64333
78,-95.12333000000001,29.64333
79,-95.12333000000001,29.64333
80,-95.12167,29.64333
81,-95.12,29.64333
82,-95.12,29.64333
83,-95.11833,29.64167
84,-95.11667,29.64167
85,-95.115,29.64167
86,-95.115,29.64167
87,-95.11333,29.64167
88,-95.11166999999999,29.64167
89,-95.11,29.64167
90,-95.10833000000001,29.64167
91,-95.10833000000001,29.64167
92,-95.10667,29.64167
93,-95.105,29.64167
94,-95.10333,29.64167
95,-95.10333,29.64167
96,-95.10167,29.64167
97,-95.10167,29.64167
98,-95.09833,29.64167
99,-95.09833,29.64167
100,-95.09666999999999,29.64
101,-95.095,29.64
102,-95.09333000000001,29.64
103,-95.09167,29.64
104,-95.09167,29.64
105,-95.09,29.64
106,-95.08833,29.64
107,-95.08667,29.64
108,-95.085,29.64
109,-95.085,29.64
110,-95.08333,29.64
111,-95.08166999999999,29.64
112,-95.08,29.64
113,-95.07833000000001,29.64
114,-95.07833000000001,29.64
115,-95.07667,29.64
116,-95.075,29.64
117,-95.07333,29.64
118,-95.07167,29.64
119,-95.07167,29.63833
120,-95.07,29.64
121,-95.06833,29.63833
122,-95.06667,29.63833
123,-95.065,29.63833
124,-95.06333000000001,29.63833
125,-95.06333000000001,29.63833
126,-95.06166999999999,29.63833
127,-95.06,29.63833
128,-95.05833,29.63833
129,-95.05667,29.63833
130,-95.05667,29.63833
131,-95.055,29.63833
132,-95.05333,29.63833
133,-95.05167,29.63833
134,-95.05,29.63833
135,-95.04833,29.63833
136,-95.04666999999999,29.63833
137,-95.04666999999999,29.63833
138,-95.045,29.63833
139,-95.04333000000001,29.63833
140,-95.04167,29.63833
141,-95.04,29.63833
142,-95.04,29.63833
143,-95.03833,29.63833
144,-95.03667,29.63833
145,-95.035,29.63833
146,-95.03333,29.63833
147,-95.03166999999999,29.63833
148,-95.03166999999999,29.63833
149,-95.03,29.63833
150,-95.02833000000001,29.63833
151,-95.02667,29.63833
152,-95.025,29.63833
153,-95.02333,29.63833
154,-95.02333,29.63833
155,-95.02167,29.63833
156,-95.02,29.63833
157,-95.01833,29.63833
158,-95.01666999999999,29.63833
159,-95.015,29.63833
160,-95.015,29.636670000000002
161,-95.01333000000001,29.636670000000002
162,-95.01167,29.636670000000002
163,-95.01167,29.636670000000002
164,-95.00833,29.636670000000002
165,-95.00667,29.636670000000002
166,-95.005,29.636670000000002
167,-95.005,29.636670000000002
168,-95.00333,29.636670000000002
169,-95.00166999999999,29.636670000000002
170,-95.0,29.635
171,-94.99833000000001,29.635
172,-94.99833000000001,29.635
173,-94.99667,29.635
174,-94.995,29.635
175,-94.99333,29.633329999999997
176,-94.99167,29.633329999999997
177,-94.99167,29.633329999999997
178,-94.99,29.633329999999997
179,-94.98833,29.63167
180,-94.98666999999999,29.63167
181,-94.98666999999999,29.63
182,-94.985,29.63
183,-94.98333000000001,29.63
184,-94.98333000000001,29.62833
185,-94.98167,29.62833
186,-94.98,29.62833
187,-94.98,29.62667
188,-94.97833,29.62667
189,-94.97667,29.625
190,-94.97667,29.625
191,-94.975,29.62333
192,-94.975,29.62333
193,-94.97333,29.62167
194,-94.97166999999999,29.62167
195,-94.97166999999999,29.62
196,-94.97166999999999,29.62
197,-94.97,29.61833
198,-94.96833000000001,29.61833
199,-94.96833000000001,29.616670000000003
200,-94.96667,29.616670000000003
201,-94.96667,29.615
202,-94.96667,29.613329999999998
203,-94.965,29.613329999999998
204,-94.965,29.61167
205,-94.965,29.61167
206,-94.96333,29.61
207,-94.96333,29.61
208,-94.96333,29.60833
209,-94.96167,29.60667
210,-94.96167,29.60667
211,-94.96167,29.605
212,-94.96,29.605
213,-94.96,29.60333
214,-94.96,29.601670000000002
215,-94.96,29.601670000000002
216,-94.96,29.6
217,-94.96,29.598329999999997
218,-94.96,29.598329999999997
219,-94.96,29.59667
220,-94.95833,29.59667
221,-94.95833,29.595
222,-94.95833,29.593329999999998
223,-94.95833,29.593329999999998
224,-94.95833,29.59167
225,-94.95833,29.59
226,-94.95833,29.59
227,-94.95833,29.58833
228,-94.95833,29.58833
229,-94.95833,29.58667
230,-94.96,29.585
231,-94.96,29.585
232,-94.96,29.58333
233,-94.96,29.58333
234,-94.96,29.581670000000003
235,-94.96,29.58
236,-94.96,29.58
237,-94.96,29.578329999999998
238,-94.96,29.57667
239,-94.96,29.57667
240,-94.96,29.575
241,-94.96,29.575
242,-94.96,29.57333
243,-94.96,29.57167
244,-94.96,29.57167
245,-94.96167,29.57167
246,-94.96167,29.56833
247,-94.96167,29.56833
248,-94.96167,29.566670000000002
249,-94.96167,29.566670000000002
250,-94.96167,29.565
251,-94.96167,29.56333
252,-94.96167,29.56333
253,-94.96167,29.56167
254,-94.96167,29.56
255,-94.96167,29.56
256,-94.96333,29.558329999999998
257,-94.96333,29.55667
258,-94.96333,29.55667
259,-94.96333,29.555
260,-94.96333,29.55333
261,-94.96333,29.55333
262,-94.96333,29.55167
263,-94.96333,29.55
264,-94.96333,29.55
265,-94.96333,29.54833
266,-94.965,29.54833
267,-94.965,29.546670000000002
268,-94.965,29.545
269,-94.965,29.543329999999997
270,-94.965,29.543329999999997
271,-94.965,29.54167
272,-94.965,29.54
273,-94.965,29.54
274,-94.965,29.53833
275,-94.965,29.53667
276,-94.96667,29.53667
277,-94.96667,29.535
278,-94.96667,29.535
279,-94.96667,29.53333
280,-94.96667,29.531670000000002
281,-94.96667,29.53
282,-94.96667,29.53
283,-94.96667,29.52833
284,-94.96833000000001,29.526670000000003
285,-94.96833000000001,29.526670000000003
286,-94.96833000000001,29.525
287,-94.96833000000001,29.523329999999998
288,-94.96833000000001,29.52167
289,-94.96833000000001,29.52167
290,-94.96833000000001,29.52
291,-94.97,29.51833
292,-94.97,29.51833
293,-94.97,29.51667
294,-94.97,29.515
295,-94.97,29.51333
296,-94.97,29.51333
297,-94.97,29.511670000000002
298,-94.97,29.51
299,-94.97166999999999,29.508329999999997
300,-94.97166999999999,29.508329999999997
301,-94.97166999999999,29.50667
302,-94.97166999999999,29.505
303,-94.97166999999999,29.505
304,-94.97166999999999,29.50333
305,-94.97166999999999,29.50167
306,-94.97333,29.5
307,-94.97333,29.5
308,-94.97333,29.49833
309,-94.97333,29.49667
310,-94.975,29.49667
311,-94.975,29.49667
312,-94.975,29.49333
313,-94.975,29.491670000000003
314,-94.97667,29.491670000000003
315,-94.97667,29.49
316,-94.97667,29.488329999999998
317,-94.97833,29.488329999999998
318,-94.97833,29.48667
