,"LONGITUDE,","LATITUDE,"
0,-95.16333,29.601670000000002
1,-95.16333,29.601670000000002
2,-95.16333,29.601670000000002
3,-95.16333,29.6
4,-95.16333,29.6
5,-95.16333,29.598329999999997
6,-95.16333,29.598329999999997
7,-95.16333,29.59667
8,-95.16333,29.59667
9,-95.16333,29.595
10,-95.16333,29.595
11,-95.16333,29.593329999999998
12,-95.16333,29.593329999999998
13,-95.16333,29.593329999999998
14,-95.16333,29.59167
15,-95.16333,29.59167
16,-95.16333,29.59
17,-95.16333,29.59
18,-95.16333,29.58833
19,-95.16333,29.58833
20,-95.16333,29.58667
21,-95.16333,29.58667
22,-95.16333,29.585
23,-95.16333,29.585
24,-95.16333,29.585
25,-95.16333,29.58333
26,-95.16333,29.58333
27,-95.16333,29.581670000000003
28,-95.16333,29.581670000000003
29,-95.16333,29.58
30,-95.16333,29.58
31,-95.16333,29.578329999999998
32,-95.16333,29.578329999999998
33,-95.16333,29.57667
34,-95.16333,29.57667
35,-95.16333,29.575
36,-95.16333,29.575
37,-95.16333,29.57333
38,-95.16333,29.57333
39,-95.16333,29.57167
40,-95.16167,29.57167
41,-95.16167,29.57167
42,-95.16167,29.57
43,-95.16167,29.56833
44,-95.16167,29.56833
45,-95.16167,29.566670000000002
46,-95.16167,29.566670000000002
47,-95.16167,29.565
48,-95.16167,29.565
49,-95.16167,29.56333
50,-95.16167,29.56333
51,-95.16167,29.56167
52,-95.16167,29.56167
53,-95.16,29.56
54,-95.16,29.558329999999998
55,-95.16,29.558329999999998
56,-95.16,29.55667
57,-95.16,29.55667
58,-95.16,29.555
59,-95.16,29.55333
60,-95.16,29.55333
61,-95.16,29.55167
62,-95.16,29.55167
63,-95.16,29.55
64,-95.16,29.54833
65,-95.16,29.54833
66,-95.16,29.546670000000002
67,-95.16,29.546670000000002
68,-95.16,29.545
69,-95.16,29.543329999999997
70,-95.16,29.543329999999997
71,-95.16,29.54167
72,-95.16,29.54
73,-95.16,29.54
74,-95.16,29.53833
75,-95.16,29.53667
76,-95.16,29.53667
77,-95.16,29.535
78,-95.16,29.53333
79,-95.15833,29.53333
80,-95.15833,29.531670000000002
81,-95.15833,29.531670000000002
82,-95.15833,29.53
83,-95.15833,29.52833
84,-95.15833,29.52833
85,-95.15833,29.526670000000003
86,-95.15833,29.525
87,-95.15833,29.525
88,-95.15833,29.523329999999998
89,-95.15833,29.52167
90,-95.15833,29.52167
91,-95.15833,29.52
92,-95.15833,29.52
93,-95.15833,29.51833
94,-95.15833,29.51667
95,-95.15833,29.515
96,-95.15833,29.515
97,-95.15833,29.51333
98,-95.15833,29.51333
99,-95.15833,29.511670000000002
100,-95.15833,29.51
101,-95.15833,29.51
102,-95.15833,29.508329999999997
103,-95.15833,29.50667
104,-95.15833,29.50667
105,-95.15666999999999,29.505
106,-95.15666999999999,29.50333
107,-95.15666999999999,29.50167
108,-95.15666999999999,29.50167
109,-95.15666999999999,29.5
110,-95.15666999999999,29.49833
111,-95.15666999999999,29.49833
112,-95.15666999999999,29.49667
113,-95.15666999999999,29.49667
114,-95.15666999999999,29.495
115,-95.15666999999999,29.49333
116,-95.15666999999999,29.49333
117,-95.15666999999999,29.491670000000003
118,-95.15666999999999,29.49
119,-95.15666999999999,29.488329999999998
120,-95.15666999999999,29.488329999999998
121,-95.15666999999999,29.48667
122,-95.15666999999999,29.485
123,-95.15666999999999,29.485
124,-95.15666999999999,29.48333
125,-95.15666999999999,29.48167
126,-95.15666999999999,29.48167
127,-95.15666999999999,29.48
128,-95.15666999999999,29.47833
129,-95.15666999999999,29.47833
130,-95.15666999999999,29.476670000000002
131,-95.15666999999999,29.475
132,-95.15666999999999,29.475
133,-95.15666999999999,29.473329999999997
134,-95.15666999999999,29.47167
135,-95.15666999999999,29.47167
136,-95.15666999999999,29.47
137,-95.15666999999999,29.468329999999998
138,-95.15666999999999,29.468329999999998
139,-95.15666999999999,29.46667
140,-95.15666999999999,29.465
141,-95.15666999999999,29.46333
142,-95.155,29.46333
143,-95.155,29.46167
144,-95.155,29.46
145,-95.155,29.46
146,-95.155,29.45833
147,-95.155,29.456670000000003
148,-95.155,29.456670000000003
149,-95.155,29.455
150,-95.155,29.453329999999998
151,-95.155,29.453329999999998
152,-95.155,29.45167
153,-95.155,29.45
154,-95.155,29.45
155,-95.15333000000001,29.44833
156,-95.15333000000001,29.44667
157,-95.15333000000001,29.445
158,-95.15333000000001,29.445
159,-95.15333000000001,29.44333
160,-95.15333000000001,29.441670000000002
161,-95.15333000000001,29.441670000000002
162,-95.15333000000001,29.44
163,-95.15333000000001,29.43833
164,-95.15333000000001,29.43833
165,-95.15333000000001,29.43667
166,-95.15333000000001,29.435
167,-95.15333000000001,29.433329999999998
168,-95.15333000000001,29.433329999999998
169,-95.15167,29.43167
170,-95.15167,29.43
171,-95.15167,29.43
172,-95.15167,29.42833
173,-95.15167,29.42667
