,"LONGITUDE,","LATITUDE,"
0,-157.92833000000002,21.30667
1,-157.92667,21.30667
2,-157.92667,21.30667
3,-157.925,21.30667
4,-157.925,21.30667
5,-157.92333,21.30667
6,-157.92333,21.30667
7,-157.92167,21.30667
8,-157.92167,21.30667
9,-157.92,21.30667
10,-157.92,21.30667
11,-157.91833,21.30667
12,-157.91833,21.30667
13,-157.91666999999998,21.30667
14,-157.91666999999998,21.30667
15,-157.915,21.30667
16,-157.915,21.30667
17,-157.91333,21.30667
18,-157.91333,21.30667
19,-157.91167,21.30667
20,-157.91167,21.305
21,-157.91,21.305
22,-157.91,21.305
23,-157.90833,21.305
24,-157.90833,21.305
25,-157.90667,21.30333
26,-157.90667,21.30333
27,-157.90667,21.30333
28,-157.905,21.30167
29,-157.905,21.30167
30,-157.90333,21.30167
31,-157.90333,21.3
32,-157.90333,21.3
33,-157.90167,21.3
34,-157.90167,21.29833
35,-157.90167,21.29833
36,-157.90167,21.296670000000002
37,-157.9,21.296670000000002
38,-157.9,21.295
39,-157.9,21.295
40,-157.9,21.293329999999997
41,-157.9,21.293329999999997
42,-157.89833000000002,21.29167
43,-157.89833000000002,21.29167
44,-157.89833000000002,21.29
45,-157.89833000000002,21.29
46,-157.89833000000002,21.28833
47,-157.89833000000002,21.28833
48,-157.89833000000002,21.28667
49,-157.89833000000002,21.285
50,-157.89833000000002,21.285
51,-157.89667,21.28333
52,-157.89667,21.28333
53,-157.89667,21.281670000000002
54,-157.89667,21.281670000000002
55,-157.89667,21.28
56,-157.89667,21.28
57,-157.89667,21.27833
58,-157.89667,21.27833
59,-157.89667,21.276670000000003
60,-157.89667,21.276670000000003
61,-157.89667,21.275
62,-157.895,21.275
63,-157.895,21.273329999999998
64,-157.895,21.27167
65,-157.895,21.27167
66,-157.895,21.27
67,-157.895,21.27
68,-157.895,21.26833
69,-157.895,21.26833
70,-157.895,21.26667
71,-157.895,21.265
72,-157.895,21.265
73,-157.895,21.26333
74,-157.89333,21.26333
75,-157.89333,21.261670000000002
76,-157.89333,21.26
77,-157.89333,21.26
78,-157.89333,21.258329999999997
79,-157.89333,21.258329999999997
80,-157.89333,21.25667
81,-157.89333,21.255
82,-157.89333,21.255
83,-157.89333,21.25333
84,-157.89333,21.25167
85,-157.89333,21.25167
86,-157.89333,21.25
87,-157.89167,21.24833
88,-157.89167,21.24833
89,-157.89167,21.24667
90,-157.89167,21.245
91,-157.89167,21.245
92,-157.89167,21.24333
93,-157.89167,21.24333
94,-157.89167,21.241670000000003
95,-157.89,21.24
96,-157.89,21.238329999999998
97,-157.89,21.238329999999998
98,-157.89,21.23667
99,-157.89,21.235
100,-157.89,21.235
101,-157.89,21.23333
102,-157.89,21.23167
103,-157.89,21.23167
104,-157.88833,21.23
105,-157.88833,21.23
106,-157.88833,21.22833
107,-157.88833,21.226670000000002
108,-157.88833,21.226670000000002
109,-157.88833,21.225
110,-157.88833,21.225
111,-157.88833,21.223329999999997
112,-157.88667,21.22167
113,-157.88667,21.22167
114,-157.88667,21.22
115,-157.88667,21.218329999999998
116,-157.88667,21.218329999999998
117,-157.88667,21.21667
118,-157.88667,21.215
119,-157.88667,21.215
120,-157.885,21.21333
121,-157.885,21.21167
122,-157.885,21.21
123,-157.885,21.21
124,-157.885,21.20833
125,-157.885,21.206670000000003
126,-157.885,21.206670000000003
127,-157.885,21.205
128,-157.88333,21.203329999999998
129,-157.88333,21.203329999999998
130,-157.88333,21.20167
131,-157.88333,21.2
132,-157.88333,21.19833
133,-157.88333,21.19833
134,-157.88333,21.19667
135,-157.88333,21.195
136,-157.88333,21.19333
137,-157.88333,21.19333
138,-157.88333,21.191670000000002
139,-157.88333,21.19
140,-157.88333,21.19
141,-157.88333,21.18833
142,-157.88333,21.18667
143,-157.88333,21.185
144,-157.88333,21.185
145,-157.88333,21.183329999999998
146,-157.88333,21.18167
147,-157.885,21.18
148,-157.885,21.18
149,-157.885,21.17833
150,-157.885,21.17667
151,-157.885,21.175
152,-157.885,21.175
153,-157.88667,21.17333
154,-157.88667,21.171670000000002
155,-157.88667,21.17
156,-157.88667,21.17
157,-157.88667,21.168329999999997
158,-157.88833,21.16667
159,-157.88833,21.16667
160,-157.88833,21.165
161,-157.88833,21.16333
162,-157.88833,21.16333
163,-157.88833,21.16167
164,-157.89,21.16
165,-157.89,21.15833
166,-157.89,21.15833
167,-157.89,21.156670000000002
168,-157.89,21.155
169,-157.89,21.155
170,-157.89167,21.15333
171,-157.89167,21.151670000000003
172,-157.89167,21.15
173,-157.89167,21.15
174,-157.89167,21.148329999999998
175,-157.89167,21.14667
176,-157.89333,21.14667
177,-157.89333,21.145
178,-157.89333,21.14333
179,-157.89333,21.14167
180,-157.89333,21.14167
181,-157.89333,21.14
182,-157.895,21.13833
183,-157.895,21.13833
184,-157.895,21.136670000000002
185,-157.895,21.135
186,-157.895,21.133329999999997
187,-157.895,21.133329999999997
188,-157.895,21.13167
189,-157.895,21.13
190,-157.895,21.12833
191,-157.895,21.12833
192,-157.895,21.12667
193,-157.895,21.125
194,-157.89667,21.12333
195,-157.89667,21.12333
196,-157.89667,21.12167
197,-157.895,21.12
198,-157.895,21.11833
199,-157.895,21.11833
200,-157.895,21.116670000000003
201,-157.895,21.115
202,-157.895,21.115
203,-157.895,21.113329999999998
204,-157.895,21.11167
205,-157.895,21.11
206,-157.895,21.11
207,-157.89333,21.10833
208,-157.89333,21.10667
209,-157.89333,21.105
210,-157.89333,21.105
211,-157.89333,21.10333
212,-157.89167,21.101670000000002
213,-157.89167,21.1
214,-157.89167,21.1
215,-157.89,21.098329999999997
216,-157.89,21.09667
217,-157.89,21.095
218,-157.88833,21.095
219,-157.88833,21.093329999999998
220,-157.88833,21.09167
