,GGLON,GGLAT
0,-96.19,19.1329
1,-96.1901,19.1328
2,-96.1901,19.1326
3,-96.1901,19.1325
4,-96.1901,19.1323
5,-96.1902,19.1322
6,-96.1902,19.1321
7,-96.1902,19.1319
8,-96.1903,19.1318
9,-96.1903,19.1317
10,-96.1903,19.1315
11,-96.1903,19.1314
12,-96.1904,19.1313
13,-96.1904,19.1311
14,-96.1904,19.131
15,-96.1904,19.1309
16,-96.1905,19.1307
17,-96.1905,19.1306
18,-96.1905,19.1305
19,-96.1906,19.1304
20,-96.1906,19.1302
21,-96.1906,19.1301
22,-96.1906,19.13
23,-96.1907,19.1299
24,-96.1907,19.1298
25,-96.1907,19.1298
26,-96.1907,19.1297
27,-96.1907,19.1296
28,-96.1907,19.1295
29,-96.1907,19.1295
30,-96.1907,19.1294
31,-96.1907,19.1294
32,-96.1907,19.1293
33,-96.1907,19.1293
34,-96.1907,19.1292
35,-96.1907,19.1292
36,-96.1906,19.1292
37,-96.1906,19.1291
38,-96.1906,19.1291
39,-96.1905,19.1291
40,-96.1905,19.129
41,-96.1905,19.129
42,-96.1905,19.1289
43,-96.1905,19.1289
44,-96.1904,19.1289
45,-96.1905,19.1288
46,-96.1905,19.1288
47,-96.1905,19.1287
48,-96.1905,19.1287
49,-96.1905,19.1287
50,-96.1906,19.1286
51,-96.1906,19.1286
52,-96.1906,19.1286
53,-96.1907,19.1286
54,-96.1907,19.1286
55,-96.1907,19.1286
56,-96.1908,19.1286
57,-96.1908,19.1286
58,-96.1908,19.1286
59,-96.1909,19.1286
60,-96.1909,19.1287
61,-96.1909,19.1287
62,-96.1909,19.1287
63,-96.1909,19.1287
64,-96.1909,19.1288
65,-96.1909,19.1288
66,-96.1909,19.1288
67,-96.1909,19.1288
68,-96.1909,19.1289
69,-96.1909,19.1289
70,-96.1909,19.1289
71,-96.1909,19.1289
72,-96.1909,19.1289
73,-96.1909,19.129
74,-96.1908,19.129
75,-96.1908,19.129
76,-96.1908,19.129
77,-96.1908,19.129
78,-96.1908,19.129
79,-96.1908,19.129
80,-96.1908,19.129
81,-96.1908,19.129
82,-96.1908,19.129
83,-96.1908,19.129
84,-96.1908,19.129
85,-96.1908,19.129
86,-96.1908,19.129
87,-96.1908,19.129
88,-96.1908,19.129
89,-96.1909,19.129
90,-96.1909,19.129
91,-96.1909,19.129
92,-96.1909,19.129
93,-96.1909,19.129
94,-96.1909,19.129
95,-96.1909,19.129
96,-96.1909,19.129
97,-96.1909,19.129
98,-96.1909,19.129
99,-96.1909,19.129
100,-96.1909,19.129
101,-96.1909,19.129
102,-96.1909,19.129
103,-96.1909,19.129
104,-96.1909,19.129
105,-96.1909,19.129
106,-96.1909,19.129
107,-96.1909,19.129
108,-96.1909,19.129
109,-96.1909,19.129
110,-96.1909,19.129
111,-96.1909,19.129
112,-96.1909,19.129
113,-96.1908,19.129
114,-96.1908,19.129
115,-96.1908,19.129
116,-96.1908,19.129
117,-96.1908,19.129
118,-96.1908,19.129
119,-96.1908,19.129
120,-96.1908,19.129
121,-96.1908,19.129
122,-96.1908,19.129
123,-96.1908,19.129
124,-96.1908,19.129
125,-96.1908,19.129
126,-96.1908,19.129
127,-96.1908,19.129
128,-96.1908,19.129
129,-96.1908,19.129
130,-96.1908,19.129
131,-96.1908,19.129
132,-96.1908,19.129
133,-96.1908,19.129
134,-96.1908,19.129
135,-96.1908,19.129
136,-96.1908,19.129
137,-96.1908,19.129
138,-96.1908,19.129
139,-96.1908,19.129
140,-96.1908,19.129
141,-96.1908,19.129
142,-96.1908,19.129
143,-96.1908,19.129
144,-96.1908,19.1291
145,-96.1908,19.1291
146,-96.1908,19.1292
147,-96.1908,19.1293
148,-96.1908,19.1294
149,-96.1907,19.1296
150,-96.1907,19.1297
151,-96.1907,19.1299
152,-96.1906,19.1301
153,-96.1906,19.1303
154,-96.1905,19.1305
155,-96.1905,19.1308
156,-96.1904,19.131
157,-96.1904,19.1313
158,-96.1903,19.1316
159,-96.1902,19.1319
160,-96.1902,19.1322
161,-96.1901,19.1326
162,-96.19,19.1329
163,-96.19,19.1333
164,-96.1899,19.1337
165,-96.1898,19.1341
166,-96.1897,19.1345
167,-96.1896,19.135
168,-96.1895,19.1354
169,-96.1894,19.1359
170,-96.1893,19.1363
171,-96.1892,19.1368
172,-96.1891,19.1373
173,-96.189,19.1378
174,-96.1889,19.1384
175,-96.1888,19.1389
176,-96.1887,19.1395
177,-96.1886,19.14
178,-96.1884,19.1406
179,-96.1883,19.1412
180,-96.1882,19.1418
181,-96.1881,19.1424
182,-96.1879,19.143
183,-96.1878,19.1437
184,-96.1877,19.1443
185,-96.1875,19.1449
186,-96.1874,19.1456
187,-96.1873,19.1462
188,-96.1872,19.1469
189,-96.187,19.1475
190,-96.1869,19.1482
191,-96.1868,19.1488
192,-96.1867,19.1495
193,-96.1865,19.1502
194,-96.1864,19.1508
195,-96.1863,19.1515
196,-96.1862,19.1521
197,-96.1861,19.1528
198,-96.1859,19.1535
199,-96.1858,19.1541
200,-96.1857,19.1548
201,-96.1856,19.1555
202,-96.1855,19.1561
203,-96.1854,19.1568
204,-96.1853,19.1575
205,-96.1852,19.1581
206,-96.1851,19.1588
207,-96.185,19.1595
208,-96.1849,19.1602
209,-96.1848,19.1609
210,-96.1847,19.1616
211,-96.1846,19.1623
212,-96.1845,19.163
213,-96.1844,19.1637
214,-96.1843,19.1644
215,-96.1842,19.1651
216,-96.1841,19.1658
217,-96.184,19.1665
218,-96.1839,19.1672
219,-96.1838,19.1679
220,-96.1837,19.1687
221,-96.1836,19.1694
222,-96.1835,19.1701
223,-96.1834,19.1709
224,-96.1832,19.1716
225,-96.1831,19.1724
226,-96.183,19.1731
227,-96.1828,19.1739
228,-96.1827,19.1747
229,-96.1825,19.1755
230,-96.1823,19.1762
231,-96.1822,19.177
232,-96.182,19.1778
233,-96.1818,19.1786
234,-96.1817,19.1795
235,-96.1815,19.1803
236,-96.1813,19.1811
237,-96.1811,19.1819
238,-96.1809,19.1827
239,-96.1807,19.1836
240,-96.1806,19.1844
241,-96.1804,19.1852
242,-96.1802,19.1861
243,-96.18,19.1869
244,-96.1798,19.1878
245,-96.1796,19.1886
246,-96.1794,19.1894
247,-96.1792,19.1903
248,-96.1789,19.1911
249,-96.1787,19.192
250,-96.1785,19.1928
251,-96.1783,19.1937
252,-96.1781,19.1945
253,-96.1779,19.1954
254,-96.1777,19.1963
255,-96.1775,19.1971
256,-96.1773,19.198
257,-96.177,19.1989
258,-96.1768,19.1997
259,-96.1766,19.2006
260,-96.1764,19.2015
261,-96.1761,19.2023
262,-96.1759,19.2032
263,-96.1757,19.2041
264,-96.1754,19.2049
265,-96.1752,19.2058
266,-96.1749,19.2067
267,-96.1747,19.2076
268,-96.1744,19.2085
269,-96.1742,19.2093
270,-96.1739,19.2102
271,-96.1736,19.2111
272,-96.1734,19.212
273,-96.1731,19.2129
274,-96.1729,19.2138
275,-96.1726,19.2147
276,-96.1723,19.2156
277,-96.172,19.2165
278,-96.1718,19.2174
279,-96.1715,19.2183
280,-96.1712,19.2192
281,-96.1709,19.2201
282,-96.1706,19.221
283,-96.1703,19.2219
284,-96.17,19.2229
285,-96.1697,19.2238
286,-96.1694,19.2247
287,-96.1691,19.2256
288,-96.1688,19.2265
289,-96.1685,19.2274
290,-96.1681,19.2283
291,-96.1678,19.2292
292,-96.1675,19.2301
293,-96.1672,19.231
294,-96.1668,19.232
295,-96.1665,19.2329
296,-96.1662,19.2338
297,-96.1658,19.2347
298,-96.1655,19.2356
299,-96.1652,19.2365
300,-96.1648,19.2374
301,-96.1645,19.2383
302,-96.1642,19.2392
303,-96.1638,19.24
304,-96.1635,19.2409
305,-96.1631,19.2418
306,-96.1628,19.2427
307,-96.1625,19.2436
308,-96.1621,19.2445
309,-96.1618,19.2454
310,-96.1615,19.2463
311,-96.1612,19.2471
312,-96.1608,19.248
313,-96.1605,19.2489
314,-96.1603,19.2498
315,-96.16,19.2507
316,-96.1598,19.2517
317,-96.1595,19.2526
318,-96.1593,19.2535
319,-96.1591,19.2544
320,-96.1589,19.2554
321,-96.1588,19.2563
322,-96.1586,19.2572
323,-96.1585,19.2582
324,-96.1584,19.2592
325,-96.1584,19.2601
326,-96.1583,19.2611
327,-96.1583,19.262
328,-96.1583,19.263
329,-96.1583,19.264
330,-96.1583,19.265
331,-96.1584,19.2659
332,-96.1585,19.2669
333,-96.1586,19.2679
334,-96.1587,19.2689
335,-96.1588,19.2699
336,-96.159,19.2708
337,-96.1592,19.2718
338,-96.1594,19.2728
339,-96.1597,19.2737
340,-96.1599,19.2747
341,-96.1602,19.2756
342,-96.1606,19.2766
343,-96.1609,19.2775
344,-96.1613,19.2784
345,-96.1617,19.2793
346,-96.1622,19.2802
347,-96.1626,19.2811
348,-96.1631,19.282
349,-96.1637,19.2828
350,-96.1642,19.2837
351,-96.1648,19.2845
352,-96.1654,19.2853
353,-96.166,19.2861
354,-96.1667,19.2868
355,-96.1674,19.2876
356,-96.1681,19.2883
357,-96.1688,19.289
358,-96.1695,19.2897
359,-96.1702,19.2904
360,-96.171,19.2911
361,-96.1717,19.2918
362,-96.1725,19.2924
363,-96.1732,19.2931
364,-96.174,19.2938
365,-96.1747,19.2945
366,-96.1754,19.2952
367,-96.1762,19.2959
368,-96.1769,19.2965
369,-96.1776,19.2972
370,-96.1783,19.2979
371,-96.1791,19.2986
372,-96.1798,19.2993
373,-96.1805,19.3
374,-96.1812,19.3007
375,-96.1819,19.3014
376,-96.1826,19.3021
377,-96.1833,19.3028
378,-96.184,19.3035
379,-96.1847,19.3042
380,-96.1853,19.3049
381,-96.186,19.3056
382,-96.1867,19.3063
383,-96.1874,19.307
384,-96.1881,19.3077
385,-96.1888,19.3083
386,-96.1895,19.309
387,-96.1902,19.3097
388,-96.1909,19.3104
389,-96.1916,19.311
390,-96.1923,19.3117
391,-96.1931,19.3124
392,-96.1938,19.3131
393,-96.1945,19.3137
394,-96.1952,19.3144
395,-96.1959,19.3151
396,-96.1966,19.3157
397,-96.1973,19.3164
398,-96.198,19.3171
399,-96.1987,19.3177
400,-96.1994,19.3184
401,-96.2001,19.3191
402,-96.2008,19.3197
403,-96.2016,19.3204
404,-96.2023,19.321
405,-96.203,19.3217
406,-96.2038,19.3223
407,-96.2045,19.3229
408,-96.2052,19.3236
409,-96.2059,19.3242
410,-96.2067,19.3248
411,-96.2074,19.3255
412,-96.2082,19.3261
413,-96.2089,19.3268
414,-96.2096,19.3274
415,-96.2104,19.328
416,-96.2111,19.3287
417,-96.2118,19.3293
418,-96.2126,19.3299
419,-96.2133,19.3305
420,-96.2141,19.3312
421,-96.2148,19.3318
422,-96.2156,19.3324
423,-96.2163,19.3331
424,-96.2171,19.3337
425,-96.2178,19.3343
426,-96.2186,19.335
427,-96.2193,19.3356
